method,text,predicted,actual
Tagalog_Tok,feeling ko kinuha lang siya ni binay pampaboost ng ' popularity ' haha,1,0
Tagalog_Tok,dear blue ribbon committee : please get on with those plunder cases versus binay . makabawi ka nang kaunti sen koko sa pagpili mo kay digong .,1,0
Tagalog_Tok,"they said if you vote binay you are one of those bobotante , but what about those followers of aquino lol ............ lol ? ? ? ? ? ? ? ? ? ?",1,0
Tagalog_Tok,"rt [ mention ] : toni : "" ano ang katangian niyo kung kaya't dapat kayong maging big winner ? "" binay : "" nognog , pandak , at laki sa hirap """,1,0
Tagalog_Tok,"wag poe ! ! ! wag poe ! ! ! wag poe ! ! ! hear that , .[mention ] ? ! [ url ]",1,0
Tagalog_Tok,# onlybinaynatayo,1,0
Tagalog_Tok,"kahit sino nalang manalo , please wag lang sina roxas , binay , poe , mar , grace at jojo . please ! please !",1,0
Tagalog_Tok,loisaandjoshua lang,1,0
Tagalog_Tok,"cavite , please bumoto ng tama sa eleksyon . wag magpadala sa mga mabubulaklak na salita ni binay . :((( ( ( paano na ang pilipinas ? ? ? ? ?",1,0
Tagalog_Tok,"pano kaya kapag wala si duterte , si roxas mananalo ! ? hahaha chos . miriam yan .",1,0
Tagalog_Tok,"trillanes just did us a favor again by airing that anti - du30 ad . in fact , it posed valid questions that has remained unanswered by du30 fans",1,0
Tagalog_Tok,binay 's ad amplifies the words nognog and pandak as derogatory words to get sympathy . he sure is capitalizing on argumentum ad hominem .,1,0
Tagalog_Tok,"legit na naimpress ako sa tvc ni roxas . he stopped pretending to be someone he 's not and nakontra niya ang ' pandak , nognog ' tvc ni binay ? ?",1,0
Tagalog_Tok,kapag sinasabi ng kapatid ko ang mar roxas . sinasabi niya bilang maroxas walang space,1,0
Tagalog_Tok,kala ko naglalaro ng coc si binay . iba pala yung coc nayun haha,1,0
Tagalog_Tok,eh yung biglang humabol sa 2nd spot si mar roxas . # halalanresults,1,0
Tagalog_Tok,[ mention ] truuut ! ! ! boto mo si binay para wala na tayong tax hahaha ? ?,1,0
Tagalog_Tok,[ mention ] chaaaar tapos nanalo daw si binay at trillanes . hahahaha deym,1,0
Tagalog_Tok,mar roxas di ka mananalo !,1,0
Tagalog_Tok,ibalik si binay !,1,0
Tagalog_Tok,"bakit yung libel case ni trillanes , may decision na ! yung mga charges sa mga binay , wala pa ?",1,0
Tagalog_Tok,# respectdjdecisionformarroxas,1,0
Tagalog_Tok,"bat niyo kasi nilagay sa gilid si binay ? ang dilim pa naman doon , di siya makita . ayan palakad lakad tuloy . # pilipinasdebates2016",1,0
Tagalog_Tok,well done sec . mar roxas,1,0
Tagalog_Tok,"calling mar roxas "" bobo "" when he has achieved and done greater things than most of us . show a little bit of respect please :)",1,0
Tagalog_Tok,"ph vote duterte kaloka ! muling tumaas sa 2nd place si roxas , muling bumaba sa 3rd place si pœ !",1,0
Tagalog_Tok,"[ mention ] puro paninira at pambibintang na lang.binay pa rin , may napatunayan na ! # onlybinaypriority4ps",1,0
Tagalog_Tok,"[ mention ] jogg tayo ! ! ! oo nga pala , sino iboboto mo ? ako si mar roxas at leni robredo ! ! !",1,0
Tagalog_Tok,feel naman nito ni mar roxas siya na talaga mananalo .,1,0
Tagalog_Tok,wag ka ng umasa mar roxas masasaktan kalang ? ? ? ?,1,0
Tagalog_Tok,"noy : sige na please , makukulong ako kapag hindi nanalo si mar roxas ! [ url ]",1,0
Tagalog_Tok,[ mention ] binay pala dya enuh . hahaha . pero pinaka napansin ko sa kanya yung ilong e. tangos . perfect !,1,0
Tagalog_Tok,"ano kaya itsura ni binay kung hindi sya nognog , pandak , laki sa hirap ? ? ?",1,0
Tagalog_Tok,roxas na lang please . wag si duterte ! ? ?,1,0
Tagalog_Tok,"rt [ mention ] : malaki ang pinagkaiba ni binay kay alma . si binay , nognog . si alma , moreno . ? ?",1,0
Tagalog_Tok,surveys rarely predict the teal out one of elections . i predict a # roxasrobredo win ! the silent majority is silent no more !,1,0
Tagalog_Tok,i don't know kung totoo issue mo grace poe juanco,1,0
Tagalog_Tok,[ mention ] paki interview po si mar roxas kung ano nafifeel nya ngyon . thank you ! # du30 ? ?,1,0
Tagalog_Tok,im certain roxas wouldn't win,1,0
Tagalog_Tok,pinagsasabe mo mar roxas ! ! # pilipinasdebates2016,1,0
Tagalog_Tok,"toni : anong katangian nyo kung kaya't kayo ang karapat dapat maging big winner ? binay : nognog , pandak , at laki sa hirap ? ? ? ? ? ? ? ? # repost",1,0
Tagalog_Tok,omg binay actually threw shade ? ? ? ?,1,0
Tagalog_Tok,bagay sila . marso . lipas na .,1,0
Tagalog_Tok,puro kayo sandro marcos . eh bat di nyo kaya pag nasahan yong anak ni binay !,1,0
Tagalog_Tok,"[ mention ] nognog pandak laki sa hirap pero di tulad ng iba , maramig nagawa . yan si binay . ano ka ngayon trisya ? ? ?",1,0
Tagalog_Tok,# fightroxasrobredo,1,0
Tagalog_Tok,"pakialaman mo na lang si roxas mo sir rod , wag puro nega tweet about duterte . di mo lang ata matanggap na talo na yang manok mo . ? ?",1,0
Tagalog_Tok,"+ if binay was in duterte 's position i bet you'd all be empowering that up student . would you still say , "" public official yan , wag ganyan""+",1,0
Tagalog_Tok,"poe , mali ka ! ang pinakamadilim si binay :( # pilipinasdebates2016",1,0
Tagalog_Tok,binay bling,1,0
Tagalog_Tok,"we must exert more now that black propaganda is at its peak against # duterte2016 , tuloy lang ! ! duterte till the end [ url ]",1,0
Tagalog_Tok,only in the philippines ! ? ? ? ? ? ? ? ? ? ? ? ?,1,0
Tagalog_Tok,"binay : nognog , pandak , at palakad lakad habang nag s speech ? ?",1,0
Tagalog_Tok,[ mention ] [ mention ] [ mention ] [ mention ] [ mention ] [ mention ] [ mention ] forever itom binay ! ! boyscouttt,1,0
Tagalog_Tok,mamamatay ba kayo sa ad ni binay ?,1,0
Tagalog_Tok,[ mention ] kamaganak ka naman na ni binay dito senyora ? kakulay,1,0
Tagalog_Tok,nakaiyak naman yung life story ni binay . ? ? ? ? parang ewan . ? ?,1,0
Tagalog_Tok,"nag aaway kami tapos nag aaway yung tatay , nanay at ate ko tungkol kay binay tapos hindi nila napapansin inubusan ko na sila ng ulam .",1,0
Slang,"binay in isabela radio interview: ‘yong iba, nangangako pa. nagawa ako na ho lahat ‘yon. #phvote",1,0
Slang,made my night!!! iyan si binay! ???????? [url],1,0
Slang,"boy: ano ba talaga gusto mo sa lalaki? girl: nognog,pandak,laki sa hirap at hindi tulad ng iba marami na nagawa. hahahahahhah ???? si binay be??",1,0
Slang,hay nako basta ako binay ako . binay tayo . haha,1,0
Slang,decent?which part of mar roxas is decent?none.so shut up nalang. #soshutupnalangseries [url],1,0
Slang,isyu lalo ang ayaw ipaliwanag na yaman ng mga binay. #1negros4marleni #marlenisanegros,1,0
Slang,president nieto is much worse than binay. #fact,1,0
Slang,e ayoko kay mar roxas.,1,0
Slang,"""hindi ako kayo nanakawan"" -mar roxas my reaction: bakit kaya mo bang akyatin lahat nang bahay nang pinoy?",1,0
Slang,pandak pala si binay? wow,1,0
Slang,hintayin ako na lang si ate binay,1,0
Slang,"binay talaga, bicolano pa sinuyo.",1,0
Slang,bias ka ba marcelo? haha walang binay eh. [url],1,0
Slang,nagwawala na po itong katabi ako porket lamang lang si duterte ayyyy kaya pang habulin ni poe yann!!!!,1,0
Slang,diba vice president ka naman binay?ba't hindi mo iyon ginawa?kailangan pa bang maging presidente ka bago mo ipaglaban ang west philippine sea?,1,0
Slang,"*sandro and baste are fighting * sandro: ""if you can't handle me at my binay, then you don't deserve me at my miriam."" #rp69fanfic",1,0
Slang,tita yam: ayaw niyo sa pera ah. pag ako nagkapera bahala kayo dyan haha,1,0
Slang,"maka hugot ka, ha. lagot ka kay mar roxas. ?? [url]",1,0
Slang,[mention] hayaan mo iyan sila mga anak ni binay! hahhahahaha,1,0
Slang,abot na abot mo pa ang commercial ni binay!! ?????? [url],1,0
Slang,bakit puro kayo sandro? pano naman yung anak ni binay? hahahaha sige sakin na lang siya ??,1,0
Slang,"interview pa lang ni duterte walang isip-isip sa pagsagot, hindi tulad ni mar roxas! haha #wantedpresident",1,0
Slang,[mention] binay! wala na ba? ??????,1,0
Slang,[mention] nognog. pandak. iyan si binay asawa ni binoy ????????,1,0
Slang,gwapo naman lagi ni binay eh hahahaha,1,0
Slang,iyan si binay! wahahaha! [url],1,0
Slang,nag trending si binay sa twitter.. negative puros ??????????????????,1,0
Slang,i really don't like that binay commercial hahahaha,1,0
Slang,"grabe talaga si trillanes, wala kasing boto kaya ginagamit si vp binay! #binayparin #binay2016 #onlybinay",1,0
Slang,"""mananalo ang karapatdapat"" -mar roxas at ang karapatadapat ay si du30 hahahaha",1,0
Slang,"honestly, why is trillanes so against of mayor duterte? ano motive niya?",1,0
Slang,kapag si mar roxas ang mananalo matutuwa si koring. at ayokong mangyari yon. hahahahaha,1,0
Slang,bakit dahil kay binay? bakit puro binay lagi? ??,1,0
Slang,pag nanalo si mar or binay mag sisimula ako mag graffiti ng anti-gov shit. lol,1,0
Slang,"""but you expect me to jump up on board with you and ride off into your delusional sunset."" (king of anything, sara bareilles to mar roxas)",1,0
Slang,"madalang na mabanggit si jojo binay nowadays a... relevant pa po ba? sayang yung limang taon na surveys, na utog in the end. #binaynyeh",1,0
Slang,lss??????,1,0
Slang,ngayon ako lang napanuod yung advertisement ni binay. parang hindi ako matanggap na nognog ako.,1,0
Slang,papa bakit si mar roxas pa! ??,1,0
Slang,commercial na naman ni binay,1,0
Slang,"rt [mention]: ano pinagkaiba ni nancy binay at alma moreno? si nancy, nognog si alma, moreno",1,0
Slang,"they say when you find that guy who makes you mad and makes you laugh at the same time, he's the one. mar roxas, ikaw na ata. ??????",1,0
Slang,yung dummy account na galit na galit kay binay ??,1,0
Slang,4. alma moreno,1,0
Slang,"bakit feeling ko, hindi naman sinasagot ni binay ang mga tanong ni mike? ako lang ba to o kayo din? hmmm. #wantedpresident",1,0
Slang,"pag yang resulta naiba pa, at si mar roxas ang maging nangunguna, alam na!! ??",1,0
Slang,#labanleni naalala ako sabi ng mga taga armm...si bbm ang may plan b-z! baba daw si duterte.impeach daw si binay.,1,0
Slang,si mar roxas yung kaklase nating magtetake ng risk para lang may masabi sa recitation dahil masyadong bilib sa sarili kaya 'di na nag-iisip.,1,0
Slang,[mention] at ang nakakaimbyerna talaga ay yung pagdedefend niya kay binay,1,0
Slang,nung si tado niloko ka nagalit ka. eh diba nagpapasaya lang naman siya tulad ng sinasbi mo nung niloko mo sina binay at soho?,1,0
Slang,andaming concepts ng series ng tvc ni binay. hindi ako matanggap na wala man lang done in good taste. hire me please and pay meeeee,1,0
Slang,binay threathening? hindi siya ganoon katanga! nautusan na naman tong ombudsman na to ng mga dilaw! #onlybinay #gobinay,1,0
Slang,"binay: ""bilang pangulo..."" okay, pero nung bise ka, wala namang nangyari",1,0
Slang,mar roxas tapos inc si kat nyay??,1,0
Slang,what if maapsan ni mar roxas ang votes ni mayor? world war iii na ba? hahahaha,1,0
Slang,magulat kayo biglang si binay nanalong presidente sa official results. #onlybinay #lss #chosnachos,1,0
Slang,todo bully ang mga tao kay binay! hindi naman nakakatuwa!,1,0
Slang,yung bagong commercial ni binay :-----(((( hahahahahhahahahahaha,1,0
Slang,[mention] tatakbo si binay ngayo ateng ??????,1,0
Slang,here comes mar roxas ????????,1,0
Slang,trillanes doesn't have the funds to air his own vp ad yet has money to pay for anti-duterte ad? labo hindi ba?,1,0
Slang,vp binay also said that our progress has no sense if there are no jobs. today's headline: 2015 joblessness lowest in 11 years!,1,0
Slang,nako may issue si binay ?? ????,1,0
Slang,"[mention] nognog, pandak, may nagawa, 'yan si binay lol",1,0
Slang,binay ?????,1,0
Slang,ang pangulo ako ay si mar roxas ishare mo to sa 25 na tao within 30mins at magkakaron ka ng sobre huwag kang tumawa yung kapitbahay ako meron na,1,0
Slang,i don't get why people would actually vote binay and roxas over mds. please enlighten me!!!! i don't see any aspect where they outweigh mds,1,0
Slang,[mention] anak ka pala ni binay?? hahahahahhaha,1,0
Slang,sabi ni roxas ang binoto nya daw ay si duterte pero paglabas ng resibo pangalan nya yung lumabas ??????,1,0
Slang,pangatlo na si roxas ?????? pero huwag pakampante #halalan2016,1,0
Slang,sa lahat ng mga team walang ipon diyan alam ninyo na kung sino takbuhan ninyo si binay! buti pa ang nognog... [url],1,0
Slang,when pnoy and mar roxas talk about democracy ??????,1,0
Slang,galawang binay talaga ohh,1,0
Slang,"binay-marcos, frontrunners in the recent surveys... oh may gahd! nakakatakot ??",1,0
Slang,"roxas, wala na kaming pag asa kay miriam baka agawin mo pa din yung posisyon kay duterte? ????",1,0
Slang,"""kung nagpasok ka ng contraband sa airport, paano naging problema ng gobyerno yon?"" - mar roxas #tanimbala pano kaya pag naging pres. 'to???",1,0
Slang,mar roxas' ad is on point! ????,1,0
Slang,#roxasrobredo2016 get limlingan; your alalahanin will be gone.,1,0
Slang,new campaign ad of mar roxas omg,1,0
Slang,trillanes quickly shattered the supposed mountain of defence from binay ads. which turns out to be evidence against binay! #politicsph,1,0
Slang,maglalabasan na naman mga picture ni binay dyan. buti sana kung iboboto niyo o bumoboto na kayo. hahaha.,1,0
Slang,"buti pa si binay may nagawa na (daw), ako wala pa rin. ??????",1,0
Slang,parang lugi pa yung iba sa nangunguna putangina buti nga ayan eh hindi si binay o roxas,1,0
Slang,"dear [mention]: super touched akey. sabi nga ni a, baka mapaboto kami kay binay sa pinaggagagawa mo. love, santa ethelia",1,0
Slang,??????,1,0
Slang,sana ang pangalan na lang ng nanay ni duterte at ni roxas ay martha para wala na pong away,1,0
Slang,"wala pang 15 seconds na pormal magsimula yung oras ni poe, binanggit na agad nya yung tatay nya. #pilipinasdebate2016",1,0
Slang,"bakit dahil kay binay, libo-libong kabataan ang nakapag-aral ng libre. iyan si binay",1,0
Slang,bumalik sa pangalawang pwesto si mar roxas #ilovegmanetwork #eleksyon2016 kapusobrigade,1,0
Slang,"inubos mo daw kase pera, tol. hahahahaha binay!",1,0
Slang,daniels cool ng name ang maraming haha joke. anong masasabi mo sa tvc ni binay?,1,0
Slang,grace poe's ad abt respecting women is too dramatic but it has no substance. what policies are she proposing to help address women's issues?,1,0
Slang,"pagsakripisyo ni mar para manatili ang demokrasya, decency at rule of law sa bansa country first - mar roxas",1,0
Slang,"at this point, you may have to do another mar roxas, mar roxas.",1,0
Slang,look: 'binay' sign ala hollywood rises on banaue rice terraces [url] ...just take it down! epal tong si nognog,1,0
Slang,mar roxas po.,1,0
Slang,the best yung kay binay! ahahaha [url],1,0
Slang,[mention] mali. binay! bwahahahahahahahahahahahahahahahahahahaha,1,0
Slang,"""pag ako nanalo, hu ikaw ka sakin."" ~ binay to mar #pilipinasdebates2016",1,0
Slang,kinakabahan na si papa kasi pang number 3 si grace poe hahahhahahah ??????,1,0
Slang,anak pala ak ni binay hahahahahahahahahhaha,1,0
Slang,rt [mention]: birthday ni vp binay today. ka-birthday niya si lola babah. #aldublastchance,1,0
Slang,ang president ako ay si mar roxas. ishare mo to sa 25 na tao at magkakaron ka ng sobre. huwag kang tumawa yung kapitbahay ako meron na. lol,1,0
Slang,only binay :),1,0
Slang,"dear mar roxas &amp; lp, ikaw sound as if iyong begging people to vote u. didn't get my sympathy though.",1,0
Slang,i saw a 2nd attack ad against binay. also talking head and asks binay to explain his multiple bank accounts worth p11b. #2016phvote,1,0
Slang,#pakiexplain,1,0
Slang,"walang schedule ng kampanya kahapon si poe habang nag-ikot sa gingoog, misamis oriental si escudero.",1,0
Slang,[mention] kay binay ka na lang !,1,0
Slang,kaya pana ah ???? mar roxas ftw! ????,1,0
Slang,"paboritong merienda ni binay ang ""eggnog"".",1,0
Slang,"mar roxas! manalo, matalo inaasahan ako na hindi ka mawawala. na patuloy ka maglilingkod gaya ng ginagawa mo ngayon.",1,0
Slang,nag expect ako nga number to si poe kang duterte ??,1,0
Slang,"""binay appreciation day"" today sa tv patrol",1,0
Slang,if you don't want to mar roxas to become the president then don't vote for him. no one is forcing you to do it. that's simple!,1,0
Slang,ewan pero gusto ako talaga magpunta dun sa mga echebureche ni mar roxas para may 500 ako. walang pera? si mar ang solusyon. haha ??,1,0
Slang,"kung may comic book na ""sa gitna ng unos"" ft. mar roxas bakit walang comic book na ""sa gitna ng mga tres"" ft. jejomar binay",1,0
Slang,"#radyopatrol mga militar at sss pensioner, nag-rally sa mendiola; veto ni pnoy, zero vote umano ang katapat para kay mar roxas",1,0
Slang,"ang makati ng mga binay: comembo, cembo, tiki tiki tembo, no sa rembo, chari bari, ruchipip, peri pembo!",1,0
Slang,i might renounce my citizenship if roxas or binay win. it is much more hurtful when a lot are concerned to a matter than when only yourself.,1,0
Slang,[mention] i think kasi most duterte supporters are masa. as in those who were supposed to vote for binay probably switched to duterte.,1,0
Slang,"rt [mention]: [mention] salamat you, ate binay! ?? god bless kay",1,0
Slang,may scandal si binay ????????,1,0
Slang,i've had it with this self name calling. and no binay. i won't ever vote you.,1,0
Slang,"""nandyan na binay"" bully rosette. bully ????????",1,0
Slang,alam mo kung ano yung pinaka mahirap kalimutan? yung kantang only binay.,1,0
Slang,yung ad na naman para kay binay!! ????????????,1,0
Slang,binay ftw haha,1,0
Slang,"""from 1 to mar roxas, how desperate are you to find love?"" #phvote #halalan2016 #eleksyon2016 #bilangpilipino",1,0
Slang,"everytime someone says ""errthang"", binay gets a vote.",1,0
Slang,mar roxas na korina sanchez got enthroned?! wth?!,1,0
Slang,tingnan mo!… [url],1,0
Slang,sinong na-lss sa campaign song ni binay ?! kasi ako oo ! only binay haha,1,0
Slang,totoo ba tong tatakbo si erap pag nadisqualified sila poe at saka binay?,1,0
Slang,good job! bait mo talaga sa mga senior citizens! #binay2016 #gobinay,1,0
Slang,"ayaw pa din magconcede ni binay no? parang ikaw sakanya, umaasa ka pa din na may mababago kahit wala naman na talaga..",1,0
Slang,kapani paniwala ba yung kay roxas??? mas naniniwala pa ako sa voters ni binay kesa sa kanya eh,1,0
Slang,puro naman binay nakikita ako,1,0
Slang,binay moves !,1,0
Slang,binay for president!,1,0
Slang,ftw ang pag ganap ni binay diyan. hahahahaha. [url],1,0
Slang,claim it binay! wala namang masama sa pangangarap! #pilipinasdebates2016,1,0
Slang,"for those voting for binay, why does he make a good president despite knowing his character and alleged corruptive ways are in question?",1,0
Slang,balwarte daw ni binay ang laguna ?? aba! aba. ????,1,0
Slang,mali na lang ba ni mr. binay ang nakikita niyo ? subukan niyo kayang tignan yung naitulong niya. hindi lahat ng suspicion nila ay totoo .,1,0
Slang,pag si mar roxas ang mananalo people power rally ang katapat. [url],1,0
Slang,"dahil sa ad ni binay na pandak at nognog, huwag po kayong malilito kung sakaling iboboto ninyo sya. baka mamaya isulat ninyo eh kokey. dapat tama.",1,0
Slang,duh? most scs have their support for r4e. kay binay ba ang suporta ng masa? wala. learn the difference. #gasc2016 [url],1,0
Slang,[mention] do you have anything to throw sa mga binay? lintik ha! nakakapagod ka na!,1,0
Slang,"roxas time! i mean, roxas night market. not the shitty mar roxas.. ??",1,0
Slang,ako:diba ikaw yung nag-cheat sa exam natin noon?kaya pala si mar roxas iboboto mo.,1,0
Slang,poe lumayo-layo ka naman kay mar oy. lamangan mo nang matindi-tindi . para kayo na lang ni duterte maglaban ??,1,0
Slang,binay na boboto namin! okay siya regarding poverty issues #onlybinayknows #pilipinasdebates2016,1,0
Slang,"both binay and marcos simply can't believe they've lost. it is almost tragicomic, soon descending into farce.",1,0
Slang,"i pity mar roxas he really wntd to be president he should have been, but gave up the only chance he had 6 yrs ago. tough luck.",1,0
Slang,binay at mar roxas matgal na kayong nasa mataas na posisyon edi sana may babago na bakit wala padin??. duterte! tayo guys!,1,0
Slang,"binay hindi ako kailangan mag buhay señorito't señorita, huwag nang libreng paaral at cake exoluxion ticket na lang please hahahahaha :----(((",1,0
Slang,"[mention] masyado ka na binulag ng sistema. lagi nlng poe, binay at mar topic mo. hindi ata kilala si [mention] #miriam2016",1,0
Slang,"si arwind parang si mar roxas lang,, kahit anong ""galing"" walang dating haha",1,0
Slang,"hala. to think na kalayo ng saan ignacio from the concert grounds ng ""thanksgiving concert"" ni grace poe ????????",1,0
Slang,[mention] you're the last hope about this alleged cheating of mar roxas in pcos machines :( we the normal people are hopeless about it.,1,0
Slang,etong binay na to pprituhin ako na eh,1,0
Slang,"overflowing amour propre, mister binay! ?? [url]",1,0
Slang,duterte's probably going to try to bully mar roxas on live tv laughing,1,0
Slang,"i dont like binay but i laud his marketing team. sobrang galing ng branding, targeting and positioning. this is in stark contrast fr roxas'",1,0
Slang,bakit dahil kay binay nakapag-aral ang makakati.,1,0
Slang,what if sinasadyang tumakbo si binay para matalo? para maging masaya/kuntento tayo sa kung sino man ang uupo?,1,0
Slang,"wala kaming picture ni binay, masyadong mahigpit yung bodyguard",1,0
Slang,buhay naman ni mar roxas next week sa mmk.,1,0
Slang,[mention] laki ng galit mo kay binay ah! hmm... do you have any personal relation to binay that made your anger extreme?,1,0
Slang,but it is sir. how is this not different from binay's? you and your family's credibility is as questionable as his. [url],1,0
Slang,"if you were paid 40 million pesos to air black propaganda against mar roxas, would you? [mention] ??????",1,0
Slang,good pm [mention] what is the issue re binay? hoping for iyong response. thanks! ???,1,0
Slang,"huwag naman sabihan si binay ng burn, baka seryosohin niya guys, sabihin binubulluy na naman siya.",1,0
Slang,"""nog nog pa rin"" tas binay's face.. campaign ba iyon or pambabash im so confused?????¿?",1,0
Slang,"""galit ka kay mar roxas kasi mainstream ang ihate siya"" [url]",1,0
Slang,kung 30k pababa sweldo mo wala ka ng buwis may increase ka pa! binay na! #onlybinaytaxcut #onlybinay [url],1,0
Slang,at wala pa daw si binay sa bauan tech,1,0
Slang,"alamat ka talaga binay ???? may sukli yung 22,500 na voucher incash pa ibibigay yung 12k ?????? whoooo #binayforpresident ????",1,0
Slang,[mention] okey na yon basta huwag lang roxas at binay haaha,1,0
Slang,that binay nognog pandak ad is just too distrubing. it doesn't speak to me properly.,1,0
Slang,"i'm really hoping voters don't get fooled by binay's left and right allegations. i've no problems w/nognog at pandak, being one myself.",1,0
Slang,na touch naman ako don sa nognog ni binay na commercial ??,1,0
Slang,hindi ako kinaya yung mukha ni binay :( [url],1,0
Slang,[mention] ang bigat nga nung bagsak nung tv ad ni binay galing eh. i haven't! solid ba?,1,0
Slang,"[mention] nako naman, ikaw nga parang binay eh ??",1,0
Slang,kung si mar roxas ang ma presidenti ambot na lang jud aning pilipinas,1,0
Slang,"mar roxas to mobilize ""software solutions"" to improve public service. #mbhotseat",1,0
Slang,it’s the dictator’s turn to laugh at binay,1,0
Slang,hahaha! chinat ako ni kuya binay!!????,1,0
Slang,nao-oc-han ako sa grammar ng ad ni binay. -.-,1,0
Slang,puwede mag separate na lang ang mindanao if manalo si binay? ??,1,0
Slang,ano tong nababalitaan kong nangunguna na daw si mar roxas? ??,1,0
Slang,nako nagprotesta mga tacloban laban kay mar roxas tapos si djp ieendorse si mar. tsk #psypagyanig,1,0
Slang,haha bakit tawang tawa ako sa commercial ni binay :((,1,0
Slang,"[mention], sabi ng panelist kay binay... bawal magdala ng notes o kaya papeles during debate!",1,0
Slang,[mention] heyheyyow. mag s'submit ka kay binay? ??,1,0
Slang,"have you seen rappler's apology, non-apology to mar roxas? [url]",1,0
Slang,binay na naman pala bukas,1,0
Slang,[mention] laki ng galit kay binay. ??,1,0
Slang,"si mar roxas ang magpapatuloy, magpupuno, magtatama ng nasimulan ng daang matuwid. sinsero, dedikado. hindi tayo dadramahan, hindi tayo nanakawan.",1,0
Slang,sa #teamthirty walang maiiwan. sa team thirty una ang plipinas. - grace poe.. ay chareeet. hahahahah,1,0
Slang,i'm wondering what's on mar roxas' mind.,1,0
Slang,"hala ka? #rp69fanfic starring sandro marcos, sebastian duterte, paolo roxas, junjun binay. ihabol daw si luis hontiveros at jake ejercito.",1,0
Slang,basta ewan ako na lang pag si binay pa banda huli ang manalo dyan ??,1,0
Slang,"[mention] syempre ate pag hindi naman talaga totoo yung issue ibabalita nila yan.parang si binay madming issue binato skanya,binalita din naman",1,0
Slang,hi binay kumusta ka na dyan sa ub...,1,0
Slang,mar roxas pag si danilo dinala mo sa roxas ngayon halaran naku iboboto na kita tas pakainin mo sa bahay namin hahahahahaha ????,1,0
Slang,binay/roxas face swap result. what the fuck ?????? [url],1,0
Slang,wala ng lulubog na bayan lahat aangat kay binay #onlybinaymagaangatsatacloban,1,0
Slang,"binay said he doesn't want to be called ""nognog"" anymore but he used it on his ad. ano ba? haha",1,0
Slang,yung matatawa ka na lang sa advertisement ni binay at roxas. huwag kami uyyyy! #votewisely #election2016,1,0
Slang,"binay, please huwag puro makati. you are the incumbent vp for god's sake!",1,0
Slang,"* kung hindi ka taga makati , hindi mo pwedeng husgahan ang mga #binay ?",1,0
Slang,sana lahat ng nagpapicture kay binay ay iboto siya.??,1,0
Slang,[mention] now mar roxas buying all the dance kids finals ads! haha,1,0
Slang,memorize na ng kapatid ako commercial ni binay ??,1,0
Slang,"pag ako naging architect/lawyer, magtago ka na binay. uunahin ako lahi mo.",1,0
Slang,hahahaah! galit ka kay binay ha!!!! :ppp [mention] haahahaha [url],1,0
Slang,[mention] hahahaha. cute mo dyan binay. haha,1,0
Slang,"dear mar roxas, you fought well sir. i still believe in you, your voice means a lot to us. do not get tired of serving our country.",1,0
Slang,[mention] kahit dinamin or natin nakita binayaran sya. alam mo at alam natin lahat binayaran ang kathniel para kay mar roxas :),1,0
Slang,sino get presidentiable ang makakabasa nito !! binay ? roxas ? poe ? nakupo. #dutertesolid [url],1,0
Slang,"rt [mention]: nognog, pandak , laki sa hirap at hindi tulad ng iba marami na nagawa. binay memes incoming! ??????",1,0
Slang,rt [mention]: only binay makes me want to turn off my tv. ????????,1,0
Slang,"binay, who's tagged as a thief and the most corrupt of them all, is doing better by ignoring everything. sad, really.",1,0
Slang,basta ewan ako na lang pag hindi binay pa banda huli ang manalo dyan ??,1,0
Slang,dragging mayor duterte down by using that anti-duterte ad is just a proof that mayor duterte is on top. duterte till the end ??,1,0
Slang,hala na hulog log log,1,0
Slang,"mar roxas is like the most hated person on social media right now. well, next to kathniel. *cringe*",1,0
Slang,"omg, aldub. don't you dare endorse binay. ??",1,0
Slang,[mention] matagal na. tanungin mo si binay.,1,0
Slang,"""only binay"" ""ipagpapatuloy ako ang nasimulan ni fpj"" ""ako si mar - trabaho lang, walang drama"" ""patay kayo"" me: [url]",1,0
Slang,"mar roxas yesterday, mar roxas again tonight!",1,0
Slang,hala ka mar roxas slowly creeping in. ayan na siya [mention],1,0
Slang,#aldublovelock the bias t.v network award goes too!?!!!?,1,0
Slang,[mention] malamang si binay! malakas iyon e! haha! #aldubebtamangpanahon,1,0
Slang,ngayon ako lang nakita tong si binay ngumiti ng ganito ulet ha hmm?,1,0
Slang,"si binay yung gustung-gusto mo pa rin ipaglaban kahit gaano pa kasama tingin ng ibang tao sa kanya. wala lang, feeling mo kasi siya na e ??",1,0
Slang,sino pa ba? only binay hahahahaha lss,1,0
Slang,anong meron kay binay ? ????,1,0
Slang,kabahan na roxas at trillanes #eleksyon2016,1,0
Slang,si binay ayaw pa mag concede! pakigising nga.,1,0
Slang,a vote for duterte is a vote against binay. but i refuse to believe we're that desperate to put all of our eggs in his basket.,1,0
Slang,at least give her a higher rank than mar roxas and jejomar binay ?????????? #miriamforpresident,1,0
Slang,gg na mar roxas.,1,0
Slang,"but don't get me wrong, i considered poe and duterte pa rin pero wala eh, #miriam2016 talaga mga momshie.",1,0
Slang,no matter what my puso roots for you mar roxas!!,1,0
Slang,maypag mag barangay tanod ka mar roxas bagay pa kaayo,1,0
Slang,anybody but binay!,1,0
Slang,sa tv lang kita nakikita mar roxas pero sinasampal kita ?? #dutertetilltheend,1,0
