method,text,predicted,actual
Baseline,karma? karma. junjun binay ??,0,1
Baseline,[mention] [mention] [mention] [mention] [mention] hahaha ashleh. taghirap tayo e pinapabayan na tayo ni fafa binay,0,1
Baseline,sorrna hahaha sayang nga lol dapat siya nalang tumakbo kesa kay binay . thuglyf [url],0,1
Baseline,[mention] mahinhin si grace poe. binay ka. pandak hahahaha lolks,0,1
Baseline,"[mention] [mention] [mention] sabihin niyo muna kay mar roxas, isigurado muna niyang madi-disqualify si poe. [mention]",0,1
Baseline,"shet. number 2 si roxas -_- kapag nanalo sya, may dayaan na nangyari. #election2016 #dapattama2016 #dapattama #duterte #duterteforpresident",0,1
Baseline,only binay tf ??,0,1
Baseline,kapartido pa talaga ni binay. trash + trash = more trash. #pilipinas #notobinay #notoalmamoreno ?????????? [url],0,1
Baseline,"#biasabscbn rt""[mention]: i'm following only two news sites.. ..i used to follow abs-cbn but the binay issue in uplb happened.""",0,1
Baseline,"kung may na-basha at na-popoy, meron ding na-binay. ?? [url]",0,1
Baseline,"rt [mention]: unlike other corrupt politicians, sen. miriam santiago will not bombard us with pretentious tvcs. so let's help her campaign.…",0,1
Baseline,"binay: ang naging buhay nyo ay hindi makayo sa naging buhay ko. me: the kast time i check, never ako nagnakaw sa kaban ng bayan tulad mo...",0,1
Baseline,"[mention] masaya to, si binay mag wawala na naman pag hindi pinayagan magdala ng notes sa podium.",0,1
Baseline,"binay to duterte: ""you are a crazy maniac who doesn't respect women and doesn't deserve to be pres."" | [mention] [url]",0,1
Baseline,binay tama na,0,1
Baseline,"nope. binay ain't scrapping income tax. come on people, you are smarter than this. how can binay steal if there's... [url]",0,1
Baseline,"i will vote for vp binay bcos he is not a son of roxas, aquino, marcos or poe. he is a son of the people. binay is coming #onlyb1naybelieve",0,1
Baseline,mar and grace on ofw. good answer.sorry.. i cant believe binay at all.,0,1
Baseline,"buti na lang hindi ko binoto si mar roxas, simpleng rules di magawa hahaha #halalan2016",0,1
Baseline,"sa relasyon kapag nkikipagbalikan ang boy sa girl: mar roxas: ""we need to talk"" grace poe: ""we have nothing to talk about"" ansakit!??",0,1
Baseline,"""wala nang makakapantay sa akin"" teka tama ba narinig ko? how to be u po binay he he he",0,1
Baseline,[url] [url],0,1
Baseline,#phvote,0,1
Baseline,"please, binay. just solve traffic. don't put the blame on others and docus on failures. low blow lang. #pilipinasdebates2016",0,1
Baseline,rodrigo duterte: mar roxas is the most incompetent human being to ever seek the presidency #phvote [url] | [mention],0,1
Baseline,si mar roxas ang lakas maka mmk ng commersial.. si binay naman nilalait ang sarili ng di mo... [url],0,1
Baseline,"puro na lang against binay ung news, nagmumuka na kayong mga t[mention]@ obvious na black propaganda na yan hindi na news",0,1
Baseline,mar roxas should learn from steve harvey. dapat sa yolanda victims sya rin ay mag sorry.,0,1
Baseline,pls lang wag nyo hatiin ang boto ni miriam and duterte. sinisigurado lalabas si binay sya pa mananalo dyan ??????,0,1
Baseline,"rt [mention]: kahit maging kasing sunog pa ni binay si kris aquino never magiging ""quits"".",0,1
Baseline,#duterte2016 federalized the philipines then only binay nakawan ang pilipinas... hahaha,0,1
Baseline,pagpatay ko ng ilaw sabay nagcommercial yung kay binay. #alamna ??,0,1
Baseline,parang natatakot na si mar roxas,0,1
Baseline,"hindi lang 4ps kay binay, 5ps pa! ang ikalimang p? pustiso! para-paraan makakurakot lang! [url] [url]",0,1
Baseline,[mention] really trying hard to promote mar roxas (in a not so obvious manner).,0,1
Baseline,"vp binay + grace poe are without “malasakit”. think about it. never mind to hurt grieving families, still healing in aid of election.",0,1
Baseline,[mention] thank you for retweeting my tweet re only binay . (binay is supercorrupt marcos style).,0,1
Baseline,#notoroxas,0,1
Baseline,lol binay wag kami #aldubnextchapter,0,1
Baseline,"[mention] poe escudero puro hangin ang bawat salita sa publiko lies.duterti, binay di pagka katiwalaan sa ekonomiya.",0,1
Baseline,"for some reasons, naiirita ako sa advertisement ni binay na puro ""bakit?"" ??",0,1
Baseline,binay's hotline bling ????,0,1
Baseline,"mar and binay, i-add nyo naman ang salitang ""humility"" sa vocabulary niyo, please lang. #pilipinasdebates2016",0,1
Baseline,[mention] [mention] [mention] obvious na obvious na iniendorso ng channel 2 yang mar roxas na yan.#biasabscbn .,0,1
Baseline,[mention] hahaha si binay kasi ang itim niya,0,1
Baseline,"i can't believe i used to like abscbn worst station, u disgust me to the inner core duterte till the end",0,1
Baseline,"karumaldumal ang yamang ill-gotten. dami nyan dito: marcos, binay to name two most infamous names for obscene display of wealth.",0,1
Baseline,"parang si escudero. puro palabok, wala talagang bisyon na sinabi si grace poe.",0,1
Baseline,"look who's talking smh. ""[mention]: vice pres. binay: the poor increased under pres. aquino [url] [url]",0,1
Baseline,duterte: beast mode ??????,0,1
Baseline,[mention] kay binay? hahaha xd,0,1
Baseline,utang na loob lord pls okay lang sakin manalo si roxas wag lang si duterte pls pls pls lord pls nagmamakaawa na talaga ako pls ??????????????,0,1
Baseline,problemado kung anong oras natatapos yung kay binay ay hindi pa nmn daw nagsisimula,0,1
Baseline,naiirita ako sa commercial ni binay.. :3,0,1
Baseline,#roxasrobredo [url],0,1
Baseline,"kung iboboto mo si duterte o si binay baka kaya ko pang maintindihan, pero utang na loob wag si manny pacquiao ?? kumun sins lang pls",0,1
Baseline,#phvote,0,1
Baseline,"mar roxas taps daniel padilla... eh majority ng fans niya, hindi pa registered voters. ??",0,1
Baseline,"rt [mention]: even more reason not to vote for binay. he owes these ""friends"" a lot of favors. #notobinay [url]",0,1
Baseline,[mention] kailan ba hindi nag-deny si binay?,0,1
Baseline,miriam: may sakit,0,1
Baseline,rt [mention]: kairita tong advertisement ni binay,0,1
Baseline,"nasasaktan ako para kay sen. miriam e kahit manlang sana nalamangan niya sila mar, poe and binay in short sana pangalawa nalang siya. wttd.",0,1
Baseline,"good at cheating? hello, garci? - vp binay praises puno work in una: he’s really good [url] #notobinay2016",0,1
Baseline,"if mar roxas won the presidential candidate , we're dead #election2016",0,1
Baseline,"anu puro sandro marcos ngayon, tapos sunod c jun jun binay, tapos si josh namn hays",0,1
Baseline,binay sinungaling !!!! [url],0,1
Baseline,#miriam2016,0,1
Baseline,nakakabwisit tong mar roxas na to ewan ko ba kung bakit ito napiling suportahan ng kathniel,0,1
Baseline,"poe, binay top pulse asia survey. i was like: how the fuck?",0,1
Baseline,i'm ready for may 9....cause i know who will win....and that's mar roxas....pandadaya ??,0,1
Baseline,"watching mar roxas beg to talk to poe. now, i can see how greedy you are mr. palengke.",0,1
Baseline,burned to binay level. [url],0,1
Baseline,rt [mention]: my disgust with binay started when he made his wife ran &amp; took his place. alam mo n agad na ganid s pera/power. [url],0,1
Baseline,"kaya lalo no to binay!! willing siya makipag-ayos sa china eh, lumipat na siya doon na lang kaya",0,1
Baseline,"no matter how yout cut it, the dotc mar roxas led was cesspool of corruption. [mention] [mention]",0,1
Baseline,[mention] isipin mo na baka manalo si binay as president. yan di ka na makakatulog.,0,1
Baseline,"wtf sa online survey si santiago una. apparently, tamad daw bumoto ang kabataan at lumabas ng bahay. yan nauna si binay ):",0,1
Baseline,"si poe humakot ng mga tao, si binay nanuhol sa mga tao, si mar namigay ng envelope, si duterte kusa kasi sure ang pagbabago #phvoteduterte",0,1
Baseline,"tomorrow election day never forget what mar roxas said to yolanda victims:""bahala kayo sa buhay nyo!"" ninakaw pa aid [url]",0,1
Baseline,the benghazi hearings. it's the american version of the never ending binay hearings we have here.,0,1
Baseline,#binay bakit? let him answer the corruption charges. what he did in makati was theft. #marroxas [url],0,1
Baseline,what? mar roxas want poe to back-out???? haahaha #deperatemuch,0,1
Baseline,mar p... [url],0,1
Baseline,"rt [mention]: grace poe hasn't issued any statement on landoph? i may have missed it. no sympathy? walang maiiwan, right? guess landoph victim…",0,1
Baseline,binay treats typhoon victims at jollibee: strictly no spoon and fork? [url],0,1
Baseline,[mention] [mention] [mention] so nognog binay has not yet conceded. how dare he shows utter disrespect for prez digong!,0,1
Baseline,#aldubmissingring,0,1
Baseline,[mention] [mention] kay nancy binay gaganda ang kulay,0,1
mBERT,#nomorechance [url],0,1
mBERT,poor binay ?? [url],0,1
mBERT,"[mention] [mention] i will support your decisions babies, but sorry to say, mar roxas is not fit to be president! ??",0,1
mBERT,"i strongly disagree on electing [mention] for president. she's an atheist! guys, come on! #notomiriam [url]",0,1
mBERT,#du30forpresident2016,0,1
mBERT,ang kakapalan ni binay ay wagas... pati sa araw ng undas! [url],0,1
mBERT,"[mention] [mention] [mention] also be wary of friends and poes, este, foes.",0,1
mBERT,[mention] or the binay uplb roast. please.,0,1
mBERT,[mention] ask the yellow army and they'll tell you that that's a smear job against mar roxas,0,1
mBERT,dito lang ba may brownout? ito na kaya ang simula ng malawakang dayaan? baka biglang lumamang c roxas? #phvote2016 #bilangpilipino,0,1
mBERT,"my shit list of politicians who should be vanished from the philippine gov't forever: binay, sotto, enrile",0,1
mBERT,[mention] sabi ni binay mahirap sya tapos yung properties daw nya galing sa mana. ang labo ng script nya noh!,0,1
mBERT,"binay, libre gamot? libre pahospital? tapos no income tax? wehhh",0,1
mBERT,sakit umasa,0,1
mBERT,"why choose binay, poe and roxas over santiago? damn.",0,1
mBERT,"si binay si mar at si poe pa daw ang nangibabaw, tangina hahahahahaha patawa",0,1
mBERT,[mention] but still binay got the highest distrust and disapproval ratings.,0,1
mBERT,[mention] [mention] paawa effect ads na nya mar roxas po kaasar #aldub6thmonthsary,0,1
mBERT,naaay....… [url],0,1
mBERT,[mention] may vote buying na nga si binay eh,0,1
mBERT,puro paawa si mar roxas at binay ????,0,1
mBERT,i cringe everytime binay claims makati while he's a 6 year vice president. #pilipinasdebates2016 #halalan2016,0,1
mBERT,#notobinay2016 [url],0,1
mBERT,"salgado on vp binay being the top spender in political ads: hindi lang pala selective justice, selective data rin ang nangyari dito",0,1
mBERT,"""pero di tulad ng iba, maraming nagawa. yan si binay."" ahahahahahahahaahahahahahahahaahahahahahahahahahahahahahahahahaha.",0,1
mBERT,[mention] [mention] tanga. si binay ???,0,1
mBERT,well. poe better be ready for the coming black propaganda from mar and binay. #gutterlanguage #nojoke [url],0,1
mBERT,hahahahahahaha binay pala tong si yeri eh hahahahaha bastos [url],0,1
mBERT,can grace poe not sound like chiz escudero? it's very frustrating. #pilipinasdebates2016,0,1
mBERT,[url],0,1
mBERT,uh oh. not good. - exclusive: grace poe huling huli na nangsuhol ng 500 pesos sa mga tao! [url],0,1
mBERT,"totally lost it when he supported binay. i guess when he has nothing more to lose, he can say anything he wants. [url]",0,1
mBERT,na una na ang dalawa sa ayaw ko maging president binay&amp;roxas #wantedpresendent #eskinolmainegirl,0,1
mBERT,the binays have stolen billions no arrest warrant yet - libel moves fast. for inc. for binay.,0,1
mBERT,[mention] what if si binay si plankton hahahahahahahahhahaha,0,1
mBERT,"calling all the npa, milf at iba pang rebeldeng grupo hanapin niyo si mar roxas. huliin niyo na lang siya thank you! [url]",0,1
mBERT,"rt [mention]: mar roxas is the father of the mrt mess, so corrupt, replaced sumitomo with a fly-by-night mrt maintenance operator! htt…",0,1
mBERT,#roro #switchtomar machines,0,1
mBERT,"binay: ""i am a man of proven accountability and transparency."" me: *insert y da fuk u lyin, y u always lyin meme*",0,1
mBERT,"#binay2016 will not only aim for billions but eventually he will claim r country us ""pilibinay"" #notobinay #phvote [url]",0,1
mBERT,#pilipinasdebates2016,0,1
mBERT,"""only binay touches my skin""dafuq?????",0,1
mBERT,[url] #selfishpoe inuuna ang pansariling interest kumoara sa kapakanan ng bayan. #roro2016 #roxasrobredo,0,1
mBERT,rt [mention]: [mention] kamuka ni kokey yan si binay,0,1
mBERT,"kung ang eleksyon ay isang show, title nito at face2face. si duterte ang isinusumbong.mar, poe at mds ang nagsumbong.si binay ang sawsawero.",0,1
mBERT,"i really hope the voting public bothered to witness this debate. if you're still voting for duterte or binay, then idk anymore. #phvote",0,1
mBERT,enrile to raise #mamasapano issue vs roxas if admin uses corruption vs binay [url] | [mention] [url],0,1
mBERT,"what saddens me most is that roxas, poe and binay placed higher than mds. you're really not afraid of a dying country.",0,1
mBERT,alingbelenofficial [url],0,1
mBERT,"i hear our neighbor's sing vp binay's jingle pero iba yung lyrics. from only binay to ""lonely binay."" huhu wait na-lss ako",0,1
mBERT,jusko po. kahit tuwid na daan ni mar roxas apektado. ?? [url],0,1
mBERT,"binay: i will make you rich, like makati. pwe! talagang mayaman ang makati kasi yun ang business capital mg ph. tanga.",0,1
mBERT,"pwede na si du30, wag lang si poe, wag! shet, wag! miriam, laban pa! #miriamforpresident",0,1
mBERT,get well soon. hahaha,0,1
mBERT,hakot poe,0,1
mBERT,vote buying from mar roxas . first time namin nakatanggap na galing sa president [url],0,1
mBERT,puro lait sa sarili si binay :(,0,1
mBERT,edi iboto si miriam para walang mapunta kay roxas. haha #suchlogic,0,1
mBERT,mar roxas: i don’t need ofw vote [url] via [mention],0,1
mBERT,"poor grace poe. pero parang awa niyo na, wag niyong iboto si mar roxas :(",0,1
mBERT,#pushawardskathniels,0,1
mBERT,presidente duterte i'm sure in last debate itaob ni mayor digong ang mga nambatikos sa kanya..roxas binay poe manginig na kayo....,0,1
mBERT,retweet sa mga badtrip kay mar roxas ???? [url],0,1
mBERT,[mention]..mar roxas' statement makes no sense... not for a future president!,0,1
mBERT,wala sa character nila ang pagiging lider puro angas .. sbgy ibtibng dcsyon #mmreturntomako kapusobrigade,0,1
mBERT,"kung si #duterte2016 may true blue filipino, only si binay ang may true black presidentiable inside and out.",0,1
mBERT,??????????,0,1
mBERT,"well, duterte's rank was quite expected but i can't believe roxas, poe, and binay over santiago? this is a proof that many ppl has no brains",0,1
mBERT,"bakit kaya may pagbabantang nagaganap sa mga commercial ni mar roxas, na pag hindi natuloy ang daang matuwid keme keme?",0,1
mBERT,look who's talking. aquino's admin did a good job of exposing binay's filthy deeds ?? [url],0,1
mBERT,"look at the mirror, sen. rt [mention]: trillanes on binay: once a plunderer, always a plunderer [url]",0,1
mBERT,#aldubyougoodbye,0,1
mBERT,i'd say i'm about as fucked as mar roxas denying his case against the victims of yolanda [url],0,1
mBERT,poor binay and roxas couldn't win oscar despite their entertaining campaign. #oscars,0,1
mBERT,wtf binay! #jumpinpup #smartjumpindanceoff3 [url],0,1
mBERT,"nasa 2nd spot na si mar roxas wow -.- leni robredo lang mar, wag ka na. lol",0,1
mBERT,[mention] [mention] kahit sino na. wag lang si binay. ??,0,1
mBERT,grabe yung lamang ni du30 kay poe ??,0,1
mBERT,tangina sana di manalo si mar roxas baka papatay nya ko dahil sa tweet na to [url],0,1
mBERT,"natatawa ako kay mar roxas, pnoy at lp hahahahaha. punyeta ang dami niyo ng pinaggagawa na ikakasira niyo lang hindi ni digong.",0,1
mBERT,"[mention] since inc announce that they are endorsing duterte, do you still voting for mar roxas?",0,1
mBERT,#showtimehashtags [url],0,1
mBERT,"[mention] yung bagong binay ad, paawa effect na naman :((",0,1
mBERT,"#roxasrobredo are bullies, no class whatsoever.",0,1
mBERT,"salgado on vp binay being the top spender in political ads: hindi lang pala selective justice, selective data rin ang nangyari dito | via d…",0,1
mBERT,namoka pumapangalawa si mar roxas #eleksyon2016 #soshutupnalang #du30,0,1
mBERT,"""libre na lahat."" - binay ganun po kabobo ang tingin ni binay sa ating lahat. at bobo ang maniniwala. #pilipinasdebates2016",0,1
mBERT,"only binay touches my skin, who touches yours? ??",0,1
mBERT,no to roxasbinay ????,0,1
mBERT,yan si binay. xd samoka [url],0,1
mBERT,kamuka ba ni binay si kokey? — hindi. wag oa dre! [url],0,1
mBERT,#aldubforbiddenlove bagay kay vp jojo binay bibitayin yan,0,1
mBERT,"wala akong mapili kayna binay, santiago, at duterte. basta ako ay ""kahit sino wag lang si roxas.""",0,1
mBERT,"goodbye aquino administration, mar roxas, abs-cbn, kathniel, yellow retards ??",0,1
mBERT,i'll never understand mar roxas' publicity stunts #smh,0,1
mBERT,"kung merong duterte death squad, meron ding: mar mudslingers poe paawa squad binay boodle fighters miriam medical mysteries",0,1
mBERT,panu kasi si binay walang kabuhay-buhay ang speech. [url],0,1
mBERT,"a word to describe vp binay, trillanes said: ""greed."" #mbhotseat #trillanesinmb #halalan2016",0,1
mBERT,"""ang pangulo ko ay si mar roxas. ishare mo to sa 25 na tao within 30mins at magkakaron ka ng sobre. wag kang tumawa kapitbahay ko meron na""??",0,1
mBERT,"jusko eto tayo. labanan ng intro si grace poe. sa second paragraph, wala na connect #pilipinasdebates2016",0,1
mBERT,"definitely under mar roxas and leni robredo, fight against corruption; likes of enrile, revilla, estrada and binays continues. #politicsph",0,1
mBERT,jajajhha pera pera tlga tong si binay [url],0,1
mBERT,the question is not whether binay is bad but whether he will be badder #phvote [url] [url],0,1
mBERT,jose rizal [url],0,1
mBERT,news: mar roxas to face enrile grilling when #mamasapano probe reopens [url] | via [mention] #thelance #stayupdated,0,1
mBERT,rt [mention]: may bago palang advert si binay? hahahaha. #oilybinay hahaha joke #onlybinay,0,1
mBERT,bakit pangalawa si. mar roxas ano to #election2016,0,1
mBERT,pick up line ba yan mr.vp binay? #notobinay [url],0,1
mBERT,hala 2nd na si mar roxas.... 7.1 million .... 1st si duterte [mention].2 million votes sa partial and unofficial votes.,0,1
mBERT,"rt [mention]: jogging with ipad. hassle, mar roxas. ?? [url]",0,1
mBERT,"#pilipinasdebates2016 mar binay and grace, get out of here. you have no business here.",0,1
mBERT,"jojo binay: vice president sa umaga, di makita sa gabi???????? ayoko na po?????????????? [url]",0,1
mBERT,[mention] [mention] pano yung remaining ph 5b kapag hindi nanalo si mar roxas? sa bulsa ni binay ganern?,0,1
mBERT,tangina binay ahahhahaha,0,1
mBERT,"pansin ko lang, si du30 laman lage ng blita niyo? umay nako, binay, mar at poe naman.. gs2 ko dn mlmn ibang baho nila [mention] [mention]",0,1
mBERT,grace poe enticed people w/ 500php but didn't pay them afters. they rallied in baguio. ht [mention],0,1
mBERT,"here's grace poe's response to mar roxas: ""anytime pwede namang mag-usap, pero sa puntong ito, ano pa ba ang pag-uusapan natin?"" #huwagpoe",0,1
mBERT,hahahahahaha aba vanishing binay [url],0,1
mBERT,no to mar roxas ????,0,1
mBERT,too sad to know that miriam is at the bottom. that should be mar roxas spot. totoo nga ang stupid is forever. #halalanresults ??,0,1
mBERT,choosing the lesser of two evils is still choosing evil [url],0,1
mBERT,binay should be more original and stop using any reference to daan [url],0,1
mBERT,"""mar roxas is probably the most misunderstood, most-bashed, most belittled leader we’ve had."" — [url]",0,1
mBERT,and you wont win [mention]! you or [mention] have to give in! sayang poe! fuck multi-party system! but i'll vote 4u! #halalan2016 #phvote,0,1
mBERT,"""[mention]: ""only binay, oily binay"" ??"" hahahahaa",0,1
mBERT,that comment of mar roxas about laglag-bala issue. -.- seryoso ba siya. sir naman,0,1
mBERT,"#gracepoe is buying votes, huh? well, now i know. so much for promoting a clean governance. tsk. #phvote",0,1
mBERT,"rt [mention]: roxas - takot sa pangulo poe - no exp, lvl 1 lang binay - idol ko, makunat na makunat santiago - pick-up line duterte - …",0,1
mBERT,[mention] don't tag me. i don't like binay. end of convo. [mention] [mention] [mention],0,1
mBERT,duterte till the end,0,1
mBERT,"calling all supporters of marcos, erap, cj corona, binay, pgma.... #abscbndontlie [url]",0,1
mBERT,binay at roxas? ugh.,0,1
mBERT,[mention] lagot ka kay binay ??,0,1
mBERT,"trillanes, nilinaw na mas malala kung magiging presidente si duterte kaysa vp binay #dzmmteleikawnaba #halalan2016 | via dzmm teleradyo",0,1
mBERT,[mention] i therefore conclude that binay is very good in the business of stealing. [mention],0,1
mBERT,tumatakbong pangulo pero binabalewala ang batas. mar roxas! ?? [url],0,1
mBERT,"""[mention]: ideal slogan for binay: only binay touches my skin, who touches yours? lol"" hahahahahahahahaha tawang tawa ako dito",0,1
mBERT,yan si binay,0,1
mBERT,assuuuuss binay,0,1
mBERT,"in the end, we all concluded that we hate binay",0,1
mBERT,"obvious propaganda ng mga dilaw, binay pa rin talaga!!! #onlybinay #binay2016 #phvotebinay",0,1
mBERT,namo binay hindi mo ikakapanalo ang pagiging negro mo,0,1
mBERT,mar roxas.. zero charm in interviews... the more he speaks the less likely i vote for him.. #votemainefpp #kca,0,1
mBERT,"i will believe binay if his campaign will plug his achievements as vp, not always about makati. like duh.",0,1
mBERT,[mention] gago pre buong muka kay binay hahahahahahahah,0,1
mBERT,ydptrrr akun tsura sang 4thyr hahahahaha nawawalang anak ni binay ???????????????? [url],0,1
mBERT,"bat buhay ng mga yellow ang nsa mmk? bat di nila itry ung buhay ni binay, ni miriam, ni duterte, etc. bat ganun ha #abscbnzerointegrity",0,1
mBERT,wala ng junjun binay sa government. ????????????,0,1
mBERT,rt [mention]: ang sarap isampal sa mukha ni binay yung mga ginawa ni quirino nung vp palang siya. #gurotopangulo,0,1
mBERT,baby won't you come my way? — saan ba tuwid na daan? ?? mar roxas? [url],0,1
mBERT,nag-umpisa ang panggigipit sa pamilyang binay simula nang umupo sa dilg si mr. mar roxas. -atty. quicho,0,1
mBERT,"punyemas wala na. matatalo na si #mayorduterte. 9,000+ si du30 8,000+ si #roxas. please philippines don't let mar win please #election2016",0,1
mBERT,rt [mention]: si binay madami ng na-boodle-boodle! madami ding binayaran. pero ako di magpapa-binay. di for sale boto ko. [url],0,1
mBERT,rt [mention]: binay's political advertisement never fails to irritate me,0,1
mBERT,im done listening to a mad monarchist who believes that duterte should ordain himself king of the archipelago. poor man.,0,1
mBERT,"your true colors are slowly coming out, sen. poe! talo pa teleserye! ?? #du30 #duterte2016 [url]",0,1
mBERT,i'll understand people choosing duterte &gt; mds. but choosing mar/binay/poe &gt; mds? hinithit nyo ba yung indelible ink? #miriamforpresident,0,1
mBERT,[mention] ung iba takot na takot magisa ng mga students lalo n c binay may pobya na he he,0,1
mBERT,kung boboto kayo kay binay. dapat botohanin nyo din si honasan. kung hindi kayo magboto kay honasan. wag nyo... [url],0,1
mBERT,"tanggap ko namang di mananalo ang binoto kong si senadora miriam. pero ang di ko matanggap ay nauna pa sa kanya sina roxas, poe at binay!!!!",0,1
mBERT,rt [mention]: channel 2 promotes mar roxas and leni robredo. wiw. ??,0,1
mBERT,grabe. 4m na lamang ni mayor duterte kay poe.,0,1
mBERT,rt [mention]: whatever! vp binay..,0,1
mBERT,#aldubthering,0,1
mBERT,ehemmm nag sprint lagi si mar roxas ehem...,0,1
mBERT,[mention] [mention] parang si vp binay din may dummy? hahaha,0,1
mBERT,ang lala pls,0,1
mBERT,[mention] totoo yan ???? sawa na ako sa kadikluman kang campaign ni binay ???????? joke hahahahahahaha,0,1
mBERT,sino naman may gusto ma replicate pa si binay? siya pa lang nga bilyones na nawala sa bayan. [url],0,1
mBERT,only binay?????? srsly guyssss,0,1
mBERT,"rt [mention]: ""only binay"" pucha kailan matatapos to?! ????",0,1
mBERT,"yo, mga suki ng 7-11 jacinto. bakit #3 si binay sa branch niyo? ?? mar at #6 tho. haha [url]",0,1
mBERT,itchura ni abby binay ang wala.,0,1
mBERT,"rt [mention]: mar roxas forever arrogant, i can't imagine him as a president plus the irritating first lady on his side.",0,1
mBERT,most irritating ad on tv atm is that binay bullcrap...,0,1
mBERT,"ayon kay koring: ang darating na eleksyon ay laban ng good &amp; evil, laban ng liwanag &amp; kadiliman siguro si poe at binay yung sinasabi niya",0,1
mBERT,"so, i have decided. i won't vote for #du30. i won't even vote for roxas, too. as well as binay and poe. heck, i... [url]",0,1
mBERT,"mar roxas, daniel padilla na for halaran hahahahahaha jusko",0,1
mBERT,and they say binay will sell ph to cn. kaya pala galit na galit sila. kasi magkakaroon ng kumpetensya. mga gunggong. [url],0,1
mBERT,hahaha laughtrip yung bagong binay campaign ad,0,1
mBERT,[mention] *binay dies*,0,1
mBERT,hahaahha,0,1
mBERT,[mention] mron po dto pandaraya c du30 at marcos ang binoto ni manong kso ang lumbas s resibo nya c mar roxas at robredo ang lumbas,0,1
mBERT,duterte till the end.,0,1
mBERT,"binay calls duterte ‘abnormal,’ says he has ‘sick mind’ [url] | [mention] #voteph2016 #pilipinas2016",0,1
mBERT,"walang trabaho, drama lang mar roxas",0,1
mBERT,mar roxas : make poverty eradication your priority issue .daang matuwid didn't generate inclusive growth!,0,1
mBERT,"rt [mention]: only binay touches my skin, what touches yours? ahahhahaha",0,1
mBERT,rt [mention]: anong nababalitaan ko si mar roxas daw i-endorse ni dj? no way pls.,0,1
mBERT,[mention] haha onga omg si binay hahahaha,0,1
mBERT,#onlybinayrespetosakababaihan,0,1
mBERT,mar roxas yung ondoy noong nangungumpanya ka pa na maging vice president pls move on na andami nang dumaan na mga bagyo in 6 years,0,1
mBERT,"rt [mention]: wag niyo kinukumpara si nancy binay kay alma ha! si nancy, negra. si alma, moreno. enebenemenyern!",0,1
mBERT,#beautyandthebestieparade,0,1
mBERT,nag debate na si papa at lola ?? luh. binay pa kasi ang nais. patawa,0,1
mBERT,binay and roxas are the same. they both run not for public but for their personal interest. shame. #voteph2016 [mention],0,1
mBERT,"pugoy: hostage davao starring ian veneracion 1992 duterte duterte sigaw pa more siraan: starring roxas, poe, binay [url]",0,1
mBERT,"re-post: mar roxas, we are warning you: play dirty, and we'll play rough. play fair, and we'll play fair too. do... [url]",0,1
mBERT,mag lipshiner dalat ni si junjun oy #junjun #binay,0,1
mBERT,[mention] [mention] epal ka naman. ?? parang kang si mar roxas.,0,1
mBERT,im expecting duterte or santiago with highest votes not roxas sorry ayoko sa dayaang matuwid,0,1
mBERT,[mention] alden was never on the list. mar roxas wouldn't want someone who'll dubsmash for his campaign. thats sick as fvck ??,0,1
mBERT,"sinusulsol sa atin mga nagawa nya, para iboto sya, only binay",0,1
mBERT,"binay, ganito ang walang tinatago. when invited for an investigation mar appears. unlike binay, nagtatago! [url]",0,1
mBERT,#presidentiables,0,1
mBERT,black lady daw nasa makati hahahaha oops binay ????,0,1
mBERT,"[mention] [mention] nora: noranians, vilma: vilmanians, binay: binayran ??",0,1
mBERT,"no hate kay poe and duterte though. in the end, it's the duty of every filipino to unite behind the new government.",0,1
mBERT,"seriously though, what will happwn to the philippines if we have manny pacquiao, alma moreno and the binays in our senate? smh...",0,1
mBERT,binay prowomen,0,1
mBERT,#phvotemiriam,0,1
mBERT,"even if you're for defensor, duterte, mar, or poe, we can all agree that binay is shit. #pilipinasdebates2016",0,1
mBERT,di ko na alam binay... nawala cover ko kingina...,0,1
mBERT,rt [mention]: #rememberingyolanda made me realize how fake mar roxas is.,0,1
mBERT,bakit laging si mar tinitira nya? bakit si binay di nya ginaganito? hmmm [url],0,1
mBERT,"matagal na tong issue na to kay vp binay a, bakit ngayon palang kakasuhan???",0,1
mBERT,ph vote duterte,0,1
mBERT,just passed by what appears to be the poorest part of makati. only binay.,0,1
mBERT,"wag iboto si binay, lagi ng pinagmalaki na pandak eh. maraming nasasaktan. ????",0,1
mBERT,"[mention] bakit magkakakukay ata sila binay, du30 at mar? very wrong ??",0,1
mBERT,#binay2016 :bawal na bawal na ang kurakot sa palasyo! [url],0,1
mBERT,#onlybinayagainstrape,0,1
mBERT,"panuorin nu muna ng buo, bago kau mag balita ng mali mar roxas jojo binay [url]",0,1
mBERT,"sa debate si roxas at binay parang walang balls kung sumagot,magtanong at mag explain. may point sila pero pointless naman. ??????",0,1
mBERT,[mention] sa inyo ni kokey/binay,0,1
mBERT,[mention] hintayin mo yung eroplano ni binay ate pinadala ko na. :d,0,1
mBERT,roasted binay.,0,1
mBERT,kun sakaling tumakbo nga si duterte. duterte vs miriam. mahahati pa ung mga votes. baka manalo pa si binay creepy :( #takboduterte,0,1
mBERT,[trendin now] bagong video ng mga kapalpakan ni mar roxas [url],0,1
mBERT,"trending are pilipinas debate,duterte,abiascbn, binay [url]",0,1
